hiany_id;hiany_eszkoznev;hiany_muszakicsop;hiany_muszakicsopnev
41253;MUNKASZÉK (DB);BU0605;Egyéb szék
144810;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény
144831;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény
144790;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény
147830;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147831;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147840;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147817;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147818;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147843;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147844;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147845;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147846;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147787;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147777;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147793;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147799;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147789;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147790;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147805;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147794;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147797;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
147800;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb
246655;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPITTAL (DB);BU0601;Favázas támlásszék
144190;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék
144277;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék
144172;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék
144239;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék
144240;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék
144267;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék
143708;ÁGYNEMŰTARTÓS HEVERŐ (KR);BE0109;Heverő
143677;ÁGYNEMŰTARTÓS HEVERŐ (KR);BE0109;Heverő
134333;FORGATHATÓ KAROSSZÉK SZÖVET KÁRPIT (DB);BU0501;Irodai forgószék
150995;FORGÓSZÉK Klf. (DB);BU0501;Irodai forgószék
197835;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
35182;Álló ruhafogas;BE0201;Álló ruhafogas klf.
33483;Elválasztó paraván;BE0901;Elhelyezés kiegészítő eszközök
40026;Fotel;BU0101;Fotel klf.
41443;Görgős irattároló asztal melletti;BS0601;Alacsony fém görgős irattároló
34587;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
46346;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
34603;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
35216;Telefon IP Cisco CP-7811 (sima);KT0300;IP telefon
35187;Telefon IP 7811 (sima);KT0300;IP telefon
35178;Telefon IP 7811 (sima);KT0300;IP telefon
34847;Telefon IP 7811 (sima);KT0300;IP telefon
35146;Telefon IP 7811 (sima);KT0300;IP telefon
34863;Telefon IP 7811 (sima);KT0300;IP telefon
34855;Telefon IP 7811 (sima);KT0300;IP telefon
35071;Telefon IP 7811 (sima);KT0300;IP telefon
35076;Telefon IP 7811 (sima);KT0300;IP telefon
35082;Telefon IP 7811 (sima);KT0300;IP telefon
34885;Telefon IP 7811 (sima);KT0300;IP telefon
34889;Telefon IP 7811 (sima);KT0300;IP telefon
34901;Telefon IP 7811 (sima);KT0300;IP telefon
46237;Telefon IP 7811 (sima);KT0300;IP telefon
34881;Telefon IP 7811 (sima);KT0300;IP telefon
34898;Telefon IP 7811 (sima);KT0300;IP telefon
34888;Telefon IP 7811 (sima);KT0300;IP telefon
34886;Telefon IP 7811 (sima);KT0300;IP telefon
34967;Telefon IP 7811 (sima);KT0300;IP telefon
34973;Telefon IP 7811 (sima);KT0300;IP telefon
34980;Telefon IP 7811 (sima);KT0300;IP telefon
35022;Telefon IP 7811 (sima);KT0300;IP telefon
35080;Telefon IP 7811 (sima);KT0300;IP telefon
35131;Telefon IP 7811 (sima);KT0300;IP telefon
33092;ÍRÓASZTAL;BA0302;Kisméretű íróasztal
33576;Irodai forgószék;BU0501;Irodai forgószék
33579;Irodai forgószék;BU0501;Irodai forgószék
33153;ÍRÓASZTAL;BA0302;Kisméretű íróasztal
479;EMELETESÁGY;BE0104;Emeletes ágy
715;Emeletes ágy;BE0113;Egyéb fekvőbútorok
646;Vízforraló  SENCOR;EH0501;Vízforraló
794;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
795;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
803;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
806;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
807;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
855;DEF-H42-K L4/K2 külsőt lövedékálló mellé;EF0402;Külső viselésű lövedékálló mellény
797;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
800;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
801;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
802;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
1083;FAVÁZAS TÁMLÁSSZÉK CSERESZNYE;BU0601;Favázas támlásszék
972;DELONGHI KÁVÉFŐZŐ;EH0103;Kávéfőző
923;Favázas támlásszék;BU0601;Favázas támlásszék
925;Favázas támlásszék;BU0601;Favázas támlásszék
926;Favázas támlásszék szövet kárpittal;BU0601;Favázas támlásszék
852;SAMSUNG TELEVÍZIÓ;KV0100;CRT TV (hagyományos televízió)
704;Íróasztal;BA0305;Nagyméretű íróasztal
566;2 AJTÓS IRATSZEKRÉNY cseresznye;BS0202;2. ajtós szekrény
496;Mikró hullámú sütő;EH0301;Beépíthető mikrohullámú sütő
273;Öltöző pad;BU0902;Öltöző pad
292;ÖLTÖZOPAD;BU0902;Öltöző pad
296;Öltözöpad;BU0902;Öltöző pad
300;Öltözöpad;BU0902;Öltöző pad
238;FAVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0601;Favázas támlásszék
132;FEGYVERTÁMLA (DB);BS9905;Fegyverszekrény
73945;B_C_irodai FOTEL;BU0101;Fotel klf.
29644;EMELETESÁGY (DB);BE0104;Emeletes ágy
29640;EMELETESÁGY (DB);BE0104;Emeletes ágy
80200;Forgatható karosszék;BU0501;Irodai forgószék
80196;Vezetői forgószék;BU0701;Vezetői forgószék
28865;asztal sandta femvazas;BA9911;Telefon-rádió asztal
28853;ÉTKEZŐASZTAL (DB);BA0204;Étkező asztal klf. egyéb
25401;VIRÁGÁLLVÁNY RÉZ (DB);BE0316;Virágtartó
25372;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal
28424;ÍRÓASZTAL (DB);BA0307;Íróasztal klf. egyéb
51949;GÖRGŐS IRATSZEKRÉNY beige (DB);BS0603;Görgős irattároló
28172;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló
79206;Favázas támlásszék Bükk;BU0601;Favázas támlásszék
60571;VEZETŐI FORGÓSZÉK (DB);BU0701;Vezetői forgószék
85954;FORGATHATÓ KAROSSZÉK SZÖVET KÁRPIT (DB);BU0501;Irodai forgószék
85949; ÖLTÖZŐSZEKRÉNY 2 AJTÓS BÜKK;BS0801;Öltöző szekrény fa
85946;Mosogatószekrény;BS9920;Szekrény egyéb klf.
85944;Favázas támlásszék kárpitos;BU0601;Favázas támlásszék
85943;2 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0203;2 ajtós akasztós szekrény
85942;2 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0203;2 ajtós akasztós szekrény
85941;1 AJTÓS AKASZTÓS SZEKRÉNY MAHAGÓNI;BS0103;1 ajtós akasztós szekrény
85940;francia ágy;BE0108;Francia ágy
85939;FORGATHATÓ KAROSSZÉK SZÖVET KÁRPIT (DB);BU0501;Irodai forgószék
85938;NAGYMÉRETŰ ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal
79079;LÉTRA (DB) 3x7 fokos;ES0503;Létra egyéb
85931;Virágtartó;BE0316;Virágtartó
85929;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal
85927;ÉTKEZŐASZTAL (DB);BA0204;Étkező asztal klf. egyéb
85925;ALUL ZÁRT FELÜL NYITOTT SZEKRÉNY TALIZMÁ;BS0202;2. ajtós szekrény
85924;ÁLLÓ RUHAFOGAS (DB);BE0201;Álló ruhafogas klf.
85922;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék
85921;GÖRGŐS IRATSZEKRÉNY MAHAGÓNI (DB);BS0603;Görgős irattároló
85918;TELEFONASZTAL (DB);BA9911;Telefon-rádió asztal
85916;FRANCIAÁGY 2 ágybetéttel;BE0108;Francia ágy
88974;FAVÁZAS TÁMLÁSSZÉK KLF. (DB) cseresznye;BU0601;Favázas támlásszék
88973;FAVÁZAS TÁMLÁSSZÉK KLF. (DB) bükk;BU0601;Favázas támlásszék
88972;virágtartó mahagóni;BE0316;Virágtartó
88969;180 fokos ív mahagóni;BA0401;Íves elem klf.
88967;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
88960;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal
88958;favázas támlásszék szövet kárpit;BU0601;Favázas támlásszék
88957;favázas támlásszék műanyag kárpit;BU0601;Favázas támlásszék
17;Madison Flanders fotel/KAROS;BU0101;Fotel klf.
40;HEVERO /SANDRA/;BE0109;Heverő
41;FORG.KAROSSZEK;BU0501;Irodai forgószék
43;FAVAZAS KANAPE;BU0202;Kanapé
820;4 AJTÓS 4 ZÁRAS VASLEMEZ IRATSZEKRÉNY (D;BS0904; 4. ajtós vaslemez iratszekrény
754;Fémvázas támlásszék műanyag;BU0603;Fémvázas támlásszék
856;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
859;Számítógépasztal Bükk;BA0600;Számítógépasztal
841;KEMPING ÁGY (DB);BE0113;Egyéb fekvőbútorok
827;Fémvázas támlásszék klf.;BU0603;Fémvázas támlásszék
828;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék
816;FORGATHATÓ KAROSSZÉK KLF. (DB);BU0501;Irodai forgószék
811;FORGÓSZÉK Klf. (DB);BU0501;Irodai forgószék
775;Emeletes ágy/1;BE0113;Egyéb fekvőbútorok
723;EMELETESÁGY (DB);BE0104;Emeletes ágy
711;Forgatható karosszék szövet;BU0501;Irodai forgószék
632;EMELETESÁGY;BE0104;Emeletes ágy
622;2 ajtós iratszekrény szürke;BS0202;2. ajtós szekrény
589;FORGATHATÓ KAROSSZÉK BŐR KÁRPITTAL (DB);BU0701;Vezetői forgószék
590;2 AJTÓS FELSŐSZEKRÉNY MAHAGÓNI (DB);BS0502;2. ajtós felső szekrény
592;Linea Mega Tech3 forgószék;BU0501;Irodai forgószék
593;FORGATHATÓ KAROSSZÉK SZÖVET KÁRPIT;BU0501;Irodai forgószék
567;karfás forgószék szürke kárpittal;BU0501;Irodai forgószék
508;FORGATHATÓ KAROSSZÉK KLF.;BU0501;Irodai forgószék
510;Vaságy;BE0102;Árkay vaságy
512;2 AJTÓS IRATSZEKRÉNY MAHAGÓNI (DB);BS0202;2. ajtós szekrény
499;FÉMVÁZAS KAROSSZÉK KLF. (DB);BU0604;Fémvázas karosszék
330;FA ÖLTÖZŐSZEKRÉNY 2 AJTÓS (DB);BS0801;Öltöző szekrény fa
287;emeletes ágy;BE0104;Emeletes ágy
265;ÍRÓASZTAL (DB);BA0307;Íróasztal klf. egyéb
251;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék
149;3 szem. tantermi asztal;BA9903;3 szem. tantermi asztal
121;FOTEL FAVÁZAS (DB);BU0202;Kanapé
97;1 AJTÓS AKASZTÓS SZEKRÉNY MAHAGÓNI (DB);BS0103;1 ajtós akasztós szekrény
555;2 ajtós akasztós szekrény;BS0203;2 ajtós akasztós szekrény
558;emeltetes ágy;BE0104;Emeletes ágy
560;Tantermi asztal 2 személyes;BA9914;Tantermi asztal 2-6 személyes
228;FORGATHATÓ TÁMLÁSSZÉK KLF. (DB);BU0501;Irodai forgószék
834;ASZTALI LÁMPA (DB);KI0101;Asztali-,állólámpa, csillár
837;2 AJTÓS 1 ZÁRAS VASLEMEZ IRATSZEKERÉNY (;BS0903; 2. ajtós vaslemez iratszekrény
838;Forgószék karos szövet;BU0501;Irodai forgószék
503;FORGATHATÓ KAROSSZÉK KLF.;BU0501;Irodai forgószék
504;FORGATHATÓ KAROSSZÉK KLF.;BU0501;Irodai forgószék
506;FORGATHATÓ KAROSSZÉK KLF.;BU0501;Irodai forgószék
794;Irodai forgószék;BU0102;Forgó fotel
780;emeletes ágy;BE0113;Egyéb fekvőbútorok
21;EGYIK OLDALT IVES ASZTAL;BA0301;Íves íróasztal
360;FOTEL FAVÁZAS (DB);BU0101;Fotel klf.
584;FORGATHATÓ KAROSSZÉK SZÖVET KÁRPIT (DB);BU0501;Irodai forgószék
242;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék
309;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal
311;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal
312;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal
115;ÁLLÓ RUHAFOGAS (DB);BE0201;Álló ruhafogas klf.
153;KEMPING ÁGY (DB);BE0103;Camping ágy
271;asztali lámpa;KI0101;Asztali-,állólámpa, csillár
254;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék
256;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék
674;Irodai forgószék;BU0501;Irodai forgószék
103;FORGATHATÓ KAROSSZÉK KLF. (DB);BU0501;Irodai forgószék
15044;GÖRGŐS SZÉK vezetői, bőr;BU0501;Irodai forgószék
14492;Irattároló lemezszekrény;BS0902; 1. ajtós vaslemez iratszekrény
17387;1 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0103;1 ajtós akasztós szekrény
17528;1 AJTÓS FELSŐSZEKRÉNY BÜKK (DB);BS0501;1. ajtós felső szekrény
17300;90 FOKOS ÍV BÜKK (DB);BA0401;Íves elem klf.
17824;Bükk íróasztal NNI;BA0305;Nagyméretű íróasztal
17880;Bükk számítógépasztal NNI;BA0600;Számítógépasztal
16706;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti
18232;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék
16810;1 AJTÓS IRATSZEKRÉNY (DB);BS0102;1. ajtós szekrény
17338;BÜKK FIÓKOS TÁROLÓ (DB);BS0604;Görgős irattároló asztal melletti
14787;90 FOKOS ÍV, bükk 67x67x75;BA0401;Íves elem klf.
14859;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény
15197;1 AJTÓS FELSŐSZEKRÉNY bükk 75x60x40;BS0501;1. ajtós felső szekrény
16948;FORGÓSZÉK  (DB);BU0501;Irodai forgószék
17440;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
17695;FÉMVÁZAS SZÉK . (DB);BU0603;Fémvázas támlásszék
16598;SZÁMITÓGÉPASZTAL (DB);BA0600;Számítógépasztal
17173;ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal
15587;Felső szekrény 1 ajtós bükk (NNI);BS0501;1. ajtós felső szekrény
14304;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény
14653;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb
17664;KONFERENCIA ASZTAL (DB);BA0701;Tárgyalóasztal klf.
14290;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény
15403;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti
17600;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék
17626;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék
17642;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal
17127;2 AJTÓS IRATSZEKRÉNY (DB);BS0202;2. ajtós szekrény
15631;Támlás szék bordó szövettel (NNI);BU0601;Favázas támlásszék
16995;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény
16996;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény
16978;ÜVEGES SZEKRÉNY (DB);BS0201;2. ajtós üveges szekrény
15369;Bükk 90 fokos ív (NNI);BA0401;Íves elem klf.
15620;Görgős szék bordó szövetes (NNI);BU0501;Irodai forgószék
17568;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal
15572;Felső szekrény 1 ajtós bükk (NNI);BS0501;1. ajtós felső szekrény
15388;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti
15286;Íróasztal bükk 134 cm (NNI);BA0302;Kisméretű íróasztal
14312;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény
15288;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal
14657;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb
15372;Bükk 90 fokos ív (NNI);BA0401;Íves elem klf.
15400;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti
18069;Bökk 1 jatós iratszekrény NNI;BS0102;1. ajtós szekrény
16844;FELSŐSZEKRÉNY  (DB);BS0501;1. ajtós felső szekrény
14898;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény
18438;Rekeszes kulcstartó szekrény;BS9920;Szekrény egyéb klf.
15300;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal
15428;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti
15653;Görgős szék bordó szövetes (NNI);BU0501;Irodai forgószék
14671;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb
15689;Támlás szék bordó szövettel (NNI);BU0601;Favázas támlásszék
18540;Mega Tech 3 szék + lineatech karfa;BU0605;Egyéb szék
17912;Bükk 90 fokos ív NNI;BA0401;Íves elem klf.
16980;ÜVEGES SZEKRÉNY (DB);BS0201;2. ajtós üveges szekrény
14325;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény
15311;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal
31360;ASZTALI LÁMPA (DB);KI0101;Asztali-,állólámpa, csillár
16668;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti
16669;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti
18241;Bükk támlás szék bordó kárpittal NNI;BU0601;Favázas támlásszék
18192;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék
17629;90 FOKOS ÍV (DB);BA0401;Íves elem klf.
17841;Bükk számítógépasztal NNI;BA0600;Számítógépasztal
16974;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPITTAL (DB);BU0601;Favázas támlásszék
16989;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény
17542;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal
15078;TÁRGYALÓASZTAL 6 fős 180x80x75 csereszny;BA0701;Tárgyalóasztal klf.
18253;Akasztós szekrény vezetői cseresznye NNI;BS0103;1 ajtós akasztós szekrény
15431;Akasztós szekrény 1 ajtós bükk (NNI);BS0103;1 ajtós akasztós szekrény
17216;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal
15252;Íróasztal bükk 134 cm (NNI);BA0302;Kisméretű íróasztal
18154;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény
17959;Bükk fiókos tároló NNI;BS0604;Görgős irattároló asztal melletti
14947;1 AJTÓS IRATSZEKRÉNY bükk 160x60x40;BS0102;1. ajtós szekrény
18118;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény
17531;GÖRGŐS SZÉK (DB);BU0605;Egyéb szék
17193;ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal
14915;1 AJTÓS IRATSZEKRÉNY bükk 160x60x40;BS0102;1. ajtós szekrény
17942;Bükk fiókos tároló NNI;BS0604;Görgős irattároló asztal melletti
18124;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény
17200;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal
11676;1 AJTÓS LEMEZ IRATSZEKRÉNY;BS0902; 1. ajtós vaslemez iratszekrény
11672;1 AJTÓS FELSŐ SZEKRÉNY;BS0501;1. ajtós felső szekrény
11660;1 AJTÓS POLCOS IRATSZEKRÉNY;BS0102;1. ajtós szekrény
11645;SZÁMÍTÓGÉPASZTAL BÜKK;BA0601;Számítógépasztal
11642;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal
